Status,Code,Study,ID,Year,FirstAuthor,Journal,PersonExtractingData,DateExtracted,Habitat,HabitatDescription,Location,SpeciesDistribution,Latitude,Longitude,Depth,LabFieldMeso,StudyDuration,StudyDurationDays,StudyArea,SampleSize,Replicates,ReplicationNotes,NumberFactorialEffects,ThirdFactorValue,Month,StudyYear,OtherResponseVariables,StressorOne,StressorOneManipulation,StressorOneLevels,StressorOneUnits,StressorOneRange,StressorOneRelativeToBackground,Acclimation,AcclimationNotes,WaterAirStress,StressorTwo,InteractionCode,StressorTwoFurther,StressorTwoManipulation,StressorTwoLevels,StressorTwoUnits,StressorTwoRange,StressorTwoRelativeToBackground,BackgroundAmbientEffectOne,BackgroundAmbientEffectTwo,Genus,Species,Lifestage,TaxaCategory,TaxaFurther,TrophicGroup,OrganisationLevel,ThermalTolerance,Endemic,SpawningDispersal,ResponseVariable,Responsefurther,PlantAnimalOther,ResponseDefined,ResponseUnits,FeedingReported,FeedingRegime,TimeSeries,ResponseTime,LastTimePoint,StressorOneInitialConditions,StressorOneTreatmentConditions,StressorOneDifference,TempDifferenceCateg,StressorTwoInitialConditions,StressorTwoTreatmentConditions,ThirdFactorLevel,C_mean,C_sd,C_n,S1_mean,S1_sd,S1_n,S2_mean,S2_sd,S2_n,S1_S2_mean,S1_S2_sd,S1_S2_n,AdditiveNullModel,MultiplicativeNullModel,DominanceNullModel,Sd_p,n_p,j,s,HedgesdAdditive,VdAdditive,HedgesdMultiplicative,VdMultiplicative,HedgesdDominance,VdDominance,NullModelClosestZero,additive-observed,multi-observed,dom-observed,Add?,Mult?,Dom?,%changeA,%changeB,%difference,Assymetric?,Eco_surprise_larger,Eco_surprise_smaller,Surprise,Temp_asymmetric,secondstress_asym
,F,134,255,2017,Correa-Araneda,Ecology and Evolution,OFM,27/02/2019,Freshwater,Lotic,Spain,,43,-3,,Lab,7 days,7,Microcosms,,10,"All combinations of litter, temperature, and predator were replicated ten times",3,Predator,,,,Temperature,Water bath,2,celsius,Oct-15,Elevated,,,Water,Nutrients,T x Nutrients,,Leaf litter type,2,g,,,,,Sericostoma,pyrenaicum,,Invertebrate,Caddisfly,Detritivore,Individual,,,NA,Animal condition/physiological,Physiological,Animal,Case organic content,proportion ,Yes,Caddisflies were starved for 24 hr before experiment,No,NA,,10 degrees celsius,15 degrees celsius,5,4 ÔøΩ 7,0.4 g ÔøΩ 0.006 SD dry mass of Alnus glutinosa,0.4 g ÔøΩ 0.006 SD dry mass of Ecualyptus globulus,Absent,0.01968652,0.022007078,10,0.033918496,0.019627922,10,0.01924765,0.022800117,10,0.029341692,0.029342768,10,0.033479626,0.033162354,0.033918496,0.02127323,10,0.957746479,0.025627606,-0.154641512,0.20011957,-0.142784527,0.200101937,-0.171042818,0.200146278,Multiplicative,0.004137934,0.003820662,0.004576804,N,Multiplicative,N,72.29300049,2.229291922,70.06370857,Y,,Smaller,Smaller,Y,
,F,137,270,2019,Hani,Ecotoxicology and Environmental Safety,OFM,13/03/2019,Freshwater,NA,France,,NA,NA,,Lab,90 days,90,90 litre lab glass tanks,320,NA,,2,,,,,Temperature,,2,celsius,16-21,Elevated,Yes,"Few months before the start of the experiments, fish were transferred for acclimation to 300- litter laboratory tanks with continuous freshwater renewal, for the two experiments of this study, sticklebacks were acclimated to 16?ÔøΩC as control temperature, before the onset of the experiments.Then acclimated progressively to the desired experimental temperatures (0.5ÔøΩ0.8?ÔøΩC?day?1)",Water,Contamination,T x Contamination,,Exposed to cadmium chloride,2,ÔøΩg?L?1,0-1,Elevated,,,Gasterosteus,aculeatus,Male,Vertebrate,Actinopterygii,,Individual,<18 degrees celsius,,NA,Animal condition/physiological,Physiological,Animal,Gonadosomatic index ÔøΩGSIÔøΩ Female,,Yes,"All along the acclimation and the experimental periods, sticklebacks were daily fed ad libitum with frozen commercial chironomids larvae, at 3% of body weight/day",Yes,90,Yes,16 degrees celsius,21 degrees celsius,5,4 ÔøΩ 7,0,1 ?g L-1,,0.9,1.658312395,11,0.4,1.004589468,12,0.92,1.558813651,11,0.54,0.87,9,0.42,0.408888889,0.4,1.298354269,11,0.957746479,1.128234562,0.101866741,0.20207261,0.111298846,0.202082765,0.118844531,0.202091535,Additive,0.12,0.131111111,0.14,Additive,N,N,55.55555556,2.222222222,53.33333333,Y,Larger,,Larger,Y,
OriginalData,F,79,105,1998,Dockray,J. Fish. Biol.,MJ,,Freshwater,Lentic,Canada,,NA,NA,,Mesocosm,,NA,400 L,,NA,"Four treatments, each replicated in two exposure tanks",3,Food limitation,May,1994,,Temperature,,2,celsius,16.5-23,Elevated,Yes,5-week acclimation period,,Acidification,T x Acidification,,Added H2SO4(0ÔøΩ2N),2,pH,5.2-6.2,,13 degrees celsius,pH 7.6,Oncorhynchus,mykiss,Juvenile,Vertebrate,Salmonid,,Individual,,,NA,Animal condition/physiological,Physiological,Animal,Mean whole-body protein value (%),Percentage,Yes,"The fish in each tank were hand-fed 1% day""1(24% dry food : dry mass) of the measured average wet biomass of the fish in the 0/6ÔøΩ2 treatment tanks, adjusted for the number of fish in each tank.",No,90,,16 ÔøΩ 21 degrees celsius,18.5 ÔøΩ 23 degrees celsius (Control + 2),2,1 ÔøΩ 3,6.2 pH,5.2 pH,,13.0189,0.681787064,10,13.3827,1.065687571,10,13.3019,0.511340298,10,13.504,2.386887178,10,13.6657,13.67360815,13.3827,0.835810654,10,0.957746479,1.788268695,-0.086601978,0.2000375,-0.090837361,0.200041257,0.064964873,0.200021102,Dominance,0.1617,0.16960815,0.1213,N,N,Dominance,2.794398912,2.17376276,0.620636152,,,,Within,,
,F,139,285,2016,Mari,Biology Letters,OFM,13/03/2019,Freshwater,Lentic,France,,46.43333056,6.549997222,,Lab,,NA,24 well cell culture microplates,1152,12,duplicates of 12 eggs per family randomly distributed on a rack (total ÔøΩ 1152 eggs),2,,,,,Temperature,Climate chambers,2,celsius,5-8.5,Elevated,,,,Habitat Alteration,T x Habitat Alteration,Sediment,Sediment,6,g-1 cm-2 ,0-0.029,Elevated,,,Salvelinus,alpinus,Embryo,Vertebrate,Salmonid,,Population,,,NA,Animal condition/physiological,Fecundity,Animal,Yolk sac volume,mm^3,No,,No,NA,,5 degrees celsius,8.5 degrees celsius,3.5,1 ÔøΩ 3,0 g-1 cm-2,0.029 g-1 cm-2,,65.984406,10.94761765,12,78.7551,15.8963674,12,64.6076,9.896986812,12,83.22245,32.39113411,12,77.378294,77.11182546,78.7551,13.24093736,12,0.965517241,24.7437668,0.228042619,0.166847234,0.238440388,0.166864076,0.174318788,0.166772177,Dominance,5.844156,6.11062454,4.46735,N,N,Dominance,19.35410921,2.086562695,17.26754652,,Larger,,Larger,,
,D,130,224,2015,Piggott,Global Change Biology,OFM,25/02/2019,Freshwater,Lotic,New Zealand,,-45.11,170.7433333,98 m a.s.l,Mesocosm,6 weeks,42,Mesocosms external diameter of 25 cm and an inner outflow ring of 6 cm (volume 3.5l),128,4,"Temperature treatments were assigned randomly in eight blocks (each consisting of 16 mesocosms). Within each block, nutrient and sediment levels were randomly assigned to the 16 mesocosms, providing four replicates of each treatment combination",3,Sediment,November ÔøΩ December,2009,,Temperature,Gas-fired water heaters,8,celsius,16-22,Elevated,,,Water,Habitat Alteration,T x Habitat Alteration,Sediment,"90.1 ÔøΩ 0.9% streambed cover and 12.6 ÔøΩ 0.5 mm sediment depth. Fine river sand sourced from the floodplain of the Taieri River (grain size 0.2 mm) was added on day 0 to half the mesocosms, resulting in deposited sediment values equivalent to those occurring in intensively farmed New Zealand streams",2,percentage cover and mm depth,,Elevated,16.1 ÔøΩ 0.03 ÔøΩC,,,,,Other,Bacteria,,Community,,,NA,Other diversity,Diversity,Other,Bacterial Diversity (SimpsonÔøΩs),Diversity 1-?,,,No,20,,16.1 ÔøΩ 0.03 degrees celsius,22 degrees celsius,5.9,4 ÔøΩ 7,0% and 0mm,90.1 ÔøΩ 0.9% streambed cover and 12.6 ÔøΩ 0.5 mm sediment depth,Ambient,0.9696262,0.0320872,4,0.9834891,0.00436136,4,0.9894081,0.0043614,4,0.99626166,0.0037384,4,1.003271,1.003553825,0.9894081,0.00436138,4,0.869565217,0.004061851,-1.50056661,0.57036563,-1.561114073,0.576158661,1.46721707,0.567272685,Dominance,0.00700934,0.007292165,0.00685356,N,N,Dominance,1.429715905,2.040157331,0.610441426,,,,Within,,
OriginalData,F,74,101,1998,Morgan,Fish Phys. & Bioch.,MJ,,Freshwater,Lentic,Canada,,NA,NA,,Mesocosm,90 days,90,270 L,130,NA,,3,Ammomia,,,,Temperature,Heat exchanger,2,celsius,,Elevated,Yes,3 weeks,,Acidification,T x Acidification,,Automatic titration of 0.1 M H2SO,2,pH,,,,,Oncorhynchus,mykiss,Juvenile,Vertebrate,Salmonid,,Individual,,,NA,Animal growth/size,Size,Animal,final weight,g,Yes,"Throughout the exposure the fish were fed by hand to satiation twice daily (08:30h and 16:30h) from a known weight of food which was re-weighed after feeding. Throughout the acclimation period the fish were fed a ration of 1% of body weight day?1 (wet basis) of Zeigler Trout Starter no.3 (protein, 50%; lipid, 15%; water, 12%)",Yes,90,Yes,,Ambient + 2 degrees celsius,2,1 ÔøΩ 3,6.1 pH,5.2 pH,,20.6,5.477225575,30,32.4,9.311283478,30,20.2,8.215838363,30,42.3,13.14534138,30,32,31.77087379,32.4,8.780660568,30,0.987012987,11.1781036,0.909477505,0.067126194,0.929709071,0.067146866,0.87415799,0.067091196,Dominance,10.3,10.52912621,9.9,N,N,Dominance,57.2815534,1.941747573,55.33980583,Y,Larger,,Larger,Y,
,F,139,282,2016,Mari,Biology Letters,OFM,13/03/2019,Freshwater,Lentic,France,,46.43333056,6.549997222,,Lab,,NA,24 well cell culture microplates,1152,12,duplicates of 12 eggs per family randomly distributed on a rack (total ÔøΩ 1152 eggs),2,,,,,Temperature,Climate chambers,2,celsius,5-8.5,Elevated,,,,Habitat Alteration,T x Habitat Alteration,Sediment,Sediment,6,g-1 cm-2 ,0-0.029,Elevated,,,Salvelinus,alpinus,Embryo,Vertebrate,Salmonid,,Population,,,NA,Animal condition/physiological,Fecundity,Animal,Incubation period ADDS,,No,,No,NA,,5 degrees celsius,8.5 degrees celsius,3.5,1 ÔøΩ 3,0 g-1 cm-2,0.029 g-1 cm-2,,450.5291,6.720426415,12,512.7866,20.77234677,12,458.99472,9.775244425,12,539.77075,61.09514775,12,521.25222,522.4220631,512.7866,16.23338834,12,0.965517241,44.69977615,0.400001108,0.167222225,0.374732443,0.167154251,0.582858894,0.167846266,Multiplicative,18.51853,17.3486869,26.98415,N,Multiplicative,N,13.81875222,1.879039556,11.93971266,,Larger,,Larger,,
,F,137,269,2019,Hani,Ecotoxicology and Environmental Safety,OFM,13/03/2019,Freshwater,NA,France,,NA,NA,,Lab,90 days,90,90 litre lab glass tanks,320,NA,,2,,,,,Temperature,,2,celsius,16-21,Elevated,Yes,"Few months before the start of the experiments, fish were transferred for acclimation to 300- litter laboratory tanks with continuous freshwater renewal, for the two experiments of this study, sticklebacks were acclimated to 16?ÔøΩC as control temperature, before the onset of the experiments.Then acclimated progressively to the desired experimental temperatures (0.5ÔøΩ0.8?ÔøΩC?day?1)",Water,Contamination,T x Contamination,,Exposed to cadmium chloride,2,ÔøΩg?L?1,0-1,Elevated,,,Gasterosteus,aculeatus,,Vertebrate,Actinopterygii,,Population,<18 degrees celsius,,NA,Animal condition/physiological,Fecundity,Animal,Fertilisation rate,Percentage,Yes,"All along the acclimation and the experimental periods, sticklebacks were daily fed ad libitum with frozen commercial chironomids larvae, at 3% of body weight/day",Yes,NA,,16 degrees celsius,21 degrees celsius,5,4 ÔøΩ 7,0,1 ?g L-1,,95.86,4.36,4,84.79,14.18,4,97.61,5.321841786,5,77.26,25.04,4,86.54,86.33790841,84.79,10.11720741,4,0.869565217,19.09658982,-0.422565772,0.505580057,-0.41336351,0.505339668,-0.342879339,0.503673945,Dominance,9.28,9.07790841,7.53,N,N,Dominance,11.54809097,1.825578969,9.722511997,,,Smaller,Smaller,,
,F,137,274,2019,Hani,Ecotoxicology and Environmental Safety,OFM,13/03/2019,Freshwater,NA,France,,NA,NA,,Lab,90 days,90,90 litre lab glass tanks,320,NA,,2,,,,,Temperature,,2,celsius,16-21,Elevated,Yes,"Few months before the start of the experiments, fish were transferred for acclimation to 300- litter laboratory tanks with continuous freshwater renewal, for the two experiments of this study, sticklebacks were acclimated to 16?ÔøΩC as control temperature, before the onset of the experiments.Then acclimated progressively to the desired experimental temperatures (0.5ÔøΩ0.8?ÔøΩC?day?1)",Water,Contamination,T x Contamination,,Exposed to cadmium chloride,2,ÔøΩg?L?1,0-1,Elevated,,,Gasterosteus,aculeatus,Females,Vertebrate,Actinopterygii,,Individual,<18 degrees celsius,,NA,Animal condition/physiological,Physiological,Animal,Hepatosomatic index ÔøΩHSIÔøΩ Female,,Yes,"All along the acclimation and the experimental periods, sticklebacks were daily fed ad libitum with frozen commercial chironomids larvae, at 3% of body weight/day",Yes,90,Yes,16 degrees celsius,21 degrees celsius,5,4 ÔøΩ 7,0,1 ?g L-1,,6.76,1.047664068,14,6.16,1.143153533,12,6.88,0.785748051,14,5.83,1.08,16,6.28,6.269349112,6.16,0.966113347,12,0.970873786,1.033350134,-0.422793001,0.146298838,-0.412786065,0.146277063,-0.3100482,0.146083672,Dominance,0.45,0.439349112,0.33,N,N,Dominance,8.875739645,1.775147929,7.100591716,,,Smaller,Smaller,,
,F,140,286,2018,Romero,Science of the Total Environment,OFM,29/03/2019,Freshwater,Lotic,Spain,,NA,NA,,Lab,,NA,"glass crystallizer (diameter?=?7?cm, height?=?4?cm) filled with 100?mL of water and 10 colonized glass slides",,4,,4,,,,,Temperature,,2,celsius,12.5-19.5,Elevated,,,,Habitat Alteration,T x Habitat Alteration,,Desiccation ÔøΩ biofilms air dried for 4h,2,,,Elevated,,,,,,Producer,Periphyton,,Community,,,NA,Plant condition/physiological,Size,Plant,Ash free dry weight,mg cm-2,,,No,1.66667,,12.5 degrees celsius ,19.5 degrees celsius,7,4 ÔøΩ 7,-,+,,3.372093,2.7441852,4,3.639535,2.1860464,4,3.4302325,5.1162796,4,2.5,4.6046516,4,3.6976745,3.702285566,3.639535,3.934152756,4,0.869565217,4.282544469,-0.243186287,0.501848112,-0.244122558,0.501862369,-0.231381135,0.501673038,Dominance,1.1976745,1.202285566,1.139535,N,N,Dominance,7.931038675,1.724136908,6.206901767,,,Smaller,Smaller,,
,D,130,225,2015,Piggott,Global Change Biology,OFM,25/02/2019,Freshwater,Lotic,New Zealand,,-45.11,170.7433333,98 m a.s.l,Mesocosm,6 weeks,42,Mesocosms external diameter of 25 cm and an inner outflow ring of 6 cm (volume 3.5l),128,4,"Temperature treatments were assigned randomly in eight blocks (each consisting of 16 mesocosms). Within each block, nutrient and sediment levels were randomly assigned to the 16 mesocosms, providing four replicates of each treatment combination",3,Sediment,November ÔøΩ December,2009,,Temperature,Gas-fired water heaters,8,celsius,16-22,Elevated,,,Water,Nutrients,T x Nutrients,,Added nitrate-N and soluble reactive phosphorus-P. Nutrient addition increased concentrations to levels in the upper range of those regularly recorded in intensively farmed New Zealand streams,2,?g l?1,,Elevated,16.1 ÔøΩ 0.03 ÔøΩC,28.9 ÔøΩ 0.5 ?g l?1 and 4.2 ÔøΩ 0.1 ?g l?1 for N and P,,,,Other,Bacteria,,Community,,,NA,Other diversity,Diversity,Other,Bacterial Diversity (SimpsonÔøΩs),Diversity 1-?,,,No,20,,16.1 ÔøΩ 0.03 degrees celsius,22 degrees celsius,5.9,4 ÔøΩ 7,28.9 ÔøΩ 0.5 ?g l?1 and 4.2 ÔøΩ 0.1 ?g l?1 for N and P,3035 ÔøΩ 46 ?g l?1 for nitrate-N and 247 ÔøΩ 4 ?g l?1 for soluble reactive phosphorus-P ,Ambient,0.9696262,0.0320872,4,0.9834891,0.00436136,4,0.98551404,0.00747672,4,0.9830218,0.00436136,4,0.99937694,0.999604091,0.98551404,0.006120572,4,0.869565217,0.005314267,-2.676166156,0.723808291,-2.713334522,0.730068257,-0.40780136,0.505196936,Dominance,0.01635514,0.016582291,0.00249224,N,N,Dominance,1.429715905,1.638553084,0.208837179,,,Smaller,Smaller,,
,F,118,173,2018,Cambronero,Scientific Reports,OFM,22/01/2019,Freshwater,Lentic,Denmark,Wide range of standing freshwater habitats worldwide,55.96439722,9.596352778,,Lab,,NA,,30,NA,,3,Pollutant (Chemical stressor insecticides),,,,Temperature,,2,celsius,18-24,Elevated,No,,,Nutrients,T x Nutrients,,Carbon/L of Chlorella vulgaris,2,mg Carbon L-1,0.8-2.4,Elevated,18 degrees celsius,,Daphnia,magna,,Invertebrate,Cladocera,,Population,,Native,NA,Animal growth/size,Size,Animal,Size at maturity,mm,Yes,,No,NA,,18 degrees celsius,24 degrees celsius,6,4 ÔøΩ 7,0.8 mg C L-1,2.4 mg C L-1,,3.727272727,0.183876558,22,3.553517241,0.170125294,29,3.782275862,0.213571985,29,3.7319375,0.180371112,32,3.608520376,3.605956277,3.553517241,0.193074608,29,0.987234043,0.1865078,0.653278772,0.065962701,0.666851212,0.065972355,0.944424598,0.066213329,Additive,0.123417124,0.125981223,0.178420259,Additive,N,N,4.661732552,1.475693866,3.186038686,,Larger,,Larger,,
,F,122,180,2016,MacLennan,Hydrobiologia,OFM,25/01/2019,Freshwater,Lentic,Canada,,52.01666667,-116.4333333,2217 m.a.s.l,Lab,31 days,31,"28 cm diameter, 40 cm depth",,4,The blocking treatment consisted of communities collected from four naturally fishless alpine lakes,3,Regional biodiversity,July-August,2009,,Temperature,Warmed chambers,2,celsius,Oct-17,Elevated,Yes,"Chambers were set to a 12-h light/dark cycle. Local communities were given 3 days to adjust to growth chamber conditions at 10ÔøΩC (the average temperature of source alpine lakes) before treatments were applied on July 24, 2009",,Invasion,T x Invasion,,Non-native predator (achieved through passing plankton through 1-mm mesh-sized sieve showing that selective predation by non native trout predator extirpate zooplankton >1 mm),2,,,Elevated,10 degrees celsius,0,,,,Invertebrate,Zooplankton,,Community,,,NA,Animal biomass/abundance,Biomass,Animal,Small herbivore biomass of local species,?g L-1,Yes,The phytoplankton collections from each lake were distributed in equal-volume aliquots among the eight containers containing zooplankton communities from their respective lake to provide algal food,Yes,31,Yes,10 degrees celsius,17 degrees celsius,7,4 ÔøΩ 7,0,Size-selective fish predation was simulated by sieving the entire zooplankton community in the container three times using a 1-mm mesh-sized sieve,Local species,21.662708,47.885986,4,11.6864605,29.9287388,4,21.377672,38.194774,4,6.4133015,7.980998,4,11.4014245,11.53269108,11.6864605,34.31158818,4,0.869565217,24.90965087,-0.174129227,0.500947531,-0.178711582,0.500998057,-0.184079483,0.501058914,Additive,4.988123,5.11938958,5.273159,Additive,N,N,46.0526334,1.315791174,44.73684223,,,Smaller,Smaller,,
OriginalData,D,15,31,2003,Moss,J. App. Eco. ,MJ,,Freshwater,Lentic,UK,,53.26666667,-3.05,,Mesocosm,,NA,1ÔøΩ02 m deep and 2 m in diameter,48,NA,,4,Season and fish presence,September,1998,,Temperature,Heating element ,2,celsius,,Elevated,,,Water,Nutrients,T x Nutrients,,Addition of N and P,3,mg L-1,,Elevated,,,,,,Producer,Phytoplankton,,Community,,,NA,Plant diversity,Diversity,Plant,Phytoplankton Diversity,,,,Yes,NA,Yes,,Ambient + 3 degrees celsius,3,1 ÔøΩ 3,,"170 ?g N L-1, 17 ?g P L-1 ",,28.5,6.2,4,31.5,3.4,4,28.8,5.9,4,26.3,3.3,4,31.8,31.83157895,31.5,4.815080477,4,0.869565217,4.127650664,-1.158675742,0.541954046,-1.165328426,0.542437198,-1.095475247,0.537502063,Dominance,5.5,5.53157895,5.2,N,N,Dominance,10.52631579,1.052631579,9.473684211,,,Smaller,Smaller,,
,F,111,148,2017,Barbosa,Aquatic Toxicology,OFM,10/01/2019,Freshwater,NA,Portugal,,NA,NA,,Lab,,NA,,30,NA,,2,,,,,Temperature,,3,celsius,20-25,Elevated,,,n/g,Contamination,T x Contamination,Pharmaceutical,Fluoxetine,3,?g L?1,0-0.540,Elevated,20 degrees celsius,,Daphnia,magna,Neonate,Invertebrate,Zooplankton,,Population,,,NA,Plant biomass/abundance,Abundance,Plant,Population growth rate (malthusian growth rate) ,,Yes,Individuals were fed every second day with green algae Raphidocelis subcapitata at a concentration of 3.0 ÔøΩ 105 cells mL?1,,NA,,20 degrees celsius,25 degrees celsius,5,4 ÔøΩ 7,0,0.540 ?g/L,,0.0573,0.000484022,10,0.0494,0.001290726,10,0.0568,0.001452066,10,0.049,0.000726033,10,0.0489,0.048968935,0.0494,0.001373767,10,0.957746479,0.001098717,0.087169525,0.200037993,0.027079213,0.200003666,-0.348678099,0.200607882,Multiplicative,0.0001,3.11E-05,0.0004,N,Multiplicative,N,13.78708551,0.872600349,12.91448517,,,,Within,,
,F,108,129,2015,Sorf,Hydrobiologia,OFM,12/02/2019,Freshwater,Lentic,Denmark,,56.23333333,9.516666667,,Mesocosm,,NA,"diameter 1.9 m, water level 1 m",,4,"This fully factorial designed experiment combines three temperature scenarios [unheated; A2 scenario (IPCC, 2007); A2 + 50% scenario (50% increase relative to the A2 scenario)] crossed with two nutrient levels, all in four replicates",2,,August,2010,,Temperature,,3,celsius,,Elevated,,,,Nutrients,T x Nutrients,,Addition of phosphorus and nitrogen ,2,?g P l?1 /  mg N l?1,,Elevated,,2 to 20 ?g TP l?1 and 51ÔøΩ70 ?g TN l?1,Bosmina,longirostris,,Invertebrate,Zooplankton,,Population,,,NA,Animal growth/size,Size,Animal,Average body size of B. longirostris,?m,,,Yes,NA,Yes,,28 degrees celsius (A2+50% IPCC Scenario),5.1,4 ÔøΩ 7,2 to 20 ?g TP l?1 and 51ÔøΩ70 ?g TN l?1,2.7 mg P m?2 day?1 and 27.1 mg N m?2 day?1,,251.68326,67.90952,4,281.5642,36.56668,4,253.28645,31.34284,4,249.21268,62.68568,4,283.16739,283.3577277,281.5642,34.05507088,4,0.869565217,50.44423817,-0.585316299,0.510706099,-0.588597368,0.510826464,-0.557680273,0.509718978,Dominance,33.95471,34.1450477,32.35152,N,N,Dominance,11.8724384,0.63698714,11.23545126,,,Smaller,Smaller,,
,F,110,143,2018,Salo,Oikos,OFM,10/01/2019,Freshwater,Lentic,Switzerland,Wide distribution in northern hemisphere,47.38333333,8.55,,Lab,,NA,200 ml glass containers,240 individual adult snails,20,Each treatment combination was replicated 10 times in each experimental phase and block (in total n = 20 for each treatment combination per sampling phase),2,,,2014,,Temperature,Climate chambers,2,celsius,14-24,Elevated,Yes,The laboratory population was maintained in a large (800 l) tank with slowly flowing water at ca 18ÔøΩC and fed three times a week with fresh lettuce and pulverized Spirulina.,n/g,Contamination,T x Contamination,,"MP treatment consisted of spiking with a standardized mixture of 17 chemicals. This consisted of low concentrations of pharmaceuticals, a hormone, a herbicide, a fungicide, a pesticide, an insecticide, a corrosion inhibitor and a sweetener",3,,,Elevated,14 degrees celsius,,Lymnaea,stagnalis,Adult,Invertebrate,Gastropod,,Individual,,Native,NA,Decomposition,Decomposition,Other,Fine particulate organic matter production,FPOM mg/h,Yes,The snails were fed ad libitum with a mix of freshly collected leaves of Potamogeton natans (henceforth Potamogeton) and dried Alnus glutinosa (henceforth Alnus),No,16,,14 degrees celsius,24 degrees celsius,10,8 ÔøΩ 11,,,,0.12287395,0.043614179,20,0.290184874,0.122040325,20,0.123428571,0.062578488,20,0.228960637,0.123848569,19,0.290739496,0.291494695,0.290184874,0.096979142,20,0.979591837,0.110867166,-0.545861036,0.103023637,-0.552533768,0.103033281,-0.540960549,0.103016629,Dominance,0.061778859,0.062534058,0.061224237,N,N,Dominance,136.1646826,0.451373949,135.7133086,Y,,Smaller,Smaller,Y,
